orderid,Customer Name,shipmode,sales,quantity,discount,profit,segment,region,state,subcategory,category,orderdate_day,orderdate_weekday,orderdate_month,orderdate_year,shipdate_day,shipdate_month,shipdate_year,preparationtime
1508,Alejandro Ballentine,First Class,43.02,3,0,15.4872,Consumer,West,California,Furnishings                                       ,Furniture,20,Samstag,7,2013,22,7,2013,2
1509,Trudy Schmidt,First Class,45.888,4,0.2,9.1776,Corporate,East,Ohio,Furnishings                                       ,Furniture,9,Sonntag,10,2016,11,10,2016,2
1510,Alice McCarthy,Standard Class,516.488,7,0.2,-12.9122,Home Office,East,Pennsylvania,Furnishings                                       ,Furniture,28,Montag,11,2016,2,12,2016,4
1511,Ross DeVincentis,Standard Class,73.784,2,0.6,-77.4732,Corporate,Central,Texas,Furnishings                                       ,Furniture,2,Montag,2,2015,8,2,2015,6
1512,Mike Vittorini,Standard Class,332.028,9,0.6,-348.6294,Corporate,Central,Texas,Furnishings                                       ,Furniture,5,Dienstag,7,2016,10,7,2016,5
1513,Ralph Knight,Standard Class,276.69,3,0,49.8042,Consumer,West,California,Furnishings                                       ,Furniture,14,Donnerstag,7,2016,18,7,2016,4
1514,Dan Campbell,First Class,147.568,2,0.2,-3.6892,Consumer,East,Ohio,Furnishings                                       ,Furniture,12,Freitag,2,2016,15,2,2016,3
1515,Ashley Jarboe,Second Class,276.69,3,0,49.8042,Consumer,East,New York,Furnishings                                       ,Furniture,24,Freitag,6,2016,26,6,2016,2
1516,Neil Knudson,Standard Class,43.296,2,0.2,4.3296,Consumer,East,Pennsylvania,Furnishings                                       ,Furniture,12,Donnerstag,6,2014,17,6,2014,5
1517,Toby Swindell,Second Class,135.3,5,0,37.884,Consumer,East,New York,Furnishings                                       ,Furniture,26,Samstag,11,2016,29,11,2016,3
1518,Amy Hunt,Same Day,129.888,6,0.2,12.9888,Consumer,South,Florida,Furnishings                                       ,Furniture,28,Sonntag,7,2013,28,7,2013,0
1519,Amy Hunt,Standard Class,64.944,3,0.2,6.4944,Home Office,East,Pennsylvania,Furnishings                                       ,Furniture,4,Samstag,10,2014,9,10,2014,5
1520,Claire Good,Same Day,135.3,5,0,37.884,Consumer,Central,Missouri,Furnishings                                       ,Furniture,7,Mittwoch,9,2016,7,9,2016,0
1521,Claire Good,Second Class,286.38,3,0,83.0502,Consumer,South,Virginia,Furnishings                                       ,Furniture,24,Donnerstag,12,2015,26,12,2015,2
1522,Sung Chung,First Class,190.92,5,0.6,-147.963,Corporate,Central,Texas,Furnishings                                       ,Furniture,9,Mittwoch,12,2015,11,12,2015,2
1523,Sung Chung,Second Class,572.76,6,0,166.1004,Consumer,South,Virginia,Furnishings                                       ,Furniture,24,Donnerstag,12,2015,26,12,2015,2
1524,Sung Chung,Standard Class,1336.44,14,0,387.5676,Consumer,Central,Nebraska,Furnishings                                       ,Furniture,14,Montag,9,2015,19,9,2015,5
1525,Peter McVee,Standard Class,477.3,5,0,138.417,Consumer,Central,Oklahoma,Furnishings                                       ,Furniture,27,Freitag,5,2016,3,6,2016,7
1526,Fred McMath,Second Class,86.45,7,0,38.038,Corporate,South,Mississippi,Furnishings                                       ,Furniture,21,Samstag,3,2015,26,3,2015,5
1527,Fred McMath,Standard Class,24.7,5,0.6,-9.88,Home Office,Central,Texas,Furnishings                                       ,Furniture,29,Mittwoch,7,2015,2,8,2015,4
1528,Fred McMath,First Class,19.76,2,0.2,5.928,Home Office,South,Tennessee,Furnishings                                       ,Furniture,2,Sonntag,10,2016,5,10,2016,3
1529,Ruben Dartt,Standard Class,37.05,3,0,16.302,Consumer,West,California,Furnishings                                       ,Furniture,24,Sonntag,5,2015,28,5,2015,4
1530,Victoria Pisteka,Standard Class,12.35,1,0,5.434,Consumer,West,Washington,Furnishings                                       ,Furniture,11,Sonntag,8,2013,15,8,2013,4
1531,Victoria Pisteka,Standard Class,72.78,3,0.6,-70.9605,Corporate,Central,Texas,Furnishings                                       ,Furniture,8,Mittwoch,10,2014,13,10,2014,5
1532,Scot Coram,Standard Class,181.95,3,0,38.2095,Corporate,East,Connecticut,Furnishings                                       ,Furniture,23,Freitag,12,2016,27,12,2016,4
1533,Sandra Glassco,Standard Class,121.3,2,0,25.473,Consumer,Central,Indiana,Furnishings                                       ,Furniture,10,Mittwoch,8,2016,15,8,2016,5
1534,Eugene Moren,Standard Class,545.85,9,0,114.6285,Consumer,West,New Mexico,Furnishings                                       ,Furniture,3,Sonntag,7,2016,10,7,2016,7
1535,Ionia McGrath,Standard Class,97.04,2,0.2,1.213,Consumer,South,Tennessee,Furnishings                                       ,Furniture,26,Samstag,4,2014,2,5,2014,6
1536,Ionia McGrath,Standard Class,303.25,5,0,63.6825,Home Office,West,California,Furnishings                                       ,Furniture,25,Donnerstag,4,2013,30,4,2013,5
1537,Cynthia Delaney,Standard Class,16.74,2,0,4.3524,Consumer,West,California,Furnishings                                       ,Furniture,2,Mittwoch,12,2015,6,12,2015,4
1538,Cynthia Delaney,Standard Class,33.48,4,0,8.7048,Home Office,Central,Michigan,Furnishings                                       ,Furniture,13,Sonntag,12,2015,19,12,2015,6
1539,Charles Crestani,Standard Class,16.74,5,0.6,-14.229,Home Office,Central,Texas,Furnishings                                       ,Furniture,20,Samstag,7,2013,24,7,2013,4
1540,Cynthia Arntzen,First Class,41.85,5,0,10.881,Consumer,Central,Indiana,Furnishings                                       ,Furniture,2,Freitag,10,2015,3,10,2015,1
1541,Saphhira Shifley,Standard Class,6.696,1,0.2,0.5022,Home Office,East,Pennsylvania,Furnishings                                       ,Furniture,10,Donnerstag,3,2016,14,3,2016,4
1542,Guy Phonely,Standard Class,16.74,2,0,4.3524,Corporate,Central,Wisconsin,Furnishings                                       ,Furniture,15,Sonntag,3,2015,20,3,2015,5
1543,Guy Phonely,Standard Class,46.872,7,0.2,3.5154,Home Office,West,Arizona,Furnishings                                       ,Furniture,10,Donnerstag,10,2013,14,10,2013,4
1544,Allen Rosenblatt,Standard Class,25.11,3,0,6.5286,Consumer,West,California,Furnishings                                       ,Furniture,2,Samstag,4,2016,7,4,2016,5
1545,Lisa Hazard,Second Class,75.33,9,0,19.5858,Home Office,Central,Michigan,Furnishings                                       ,Furniture,23,Freitag,5,2014,27,5,2014,4
1546,Christine Abelman,Standard Class,39.92,4,0,11.1776,Consumer,West,California,Furnishings                                       ,Furniture,19,Samstag,12,2015,25,12,2015,6
1547,Christine Abelman,Standard Class,9.98,1,0,2.7944,Home Office,West,California,Furnishings                                       ,Furniture,11,Mittwoch,11,2015,16,11,2015,5
1548,Christine Abelman,Standard Class,19.96,2,0,5.5888,Consumer,West,California,Furnishings                                       ,Furniture,22,Donnerstag,10,2015,28,10,2015,6
1549,Janet Molinari,Standard Class,39.92,4,0,11.1776,Corporate,South,Georgia,Furnishings                                       ,Furniture,28,Samstag,3,2015,1,4,2015,4
1550,Evan Henry,First Class,39.92,4,0,11.1776,Consumer,South,Virginia,Furnishings                                       ,Furniture,23,Freitag,10,2015,25,10,2015,2
1551,Barry Weirich,Standard Class,318.08,4,0,34.9888,Consumer,South,Kentucky,Furnishings                                       ,Furniture,16,Montag,2,2015,23,2,2015,7
1552,Eric Barreto,Standard Class,159.04,5,0.6,-194.824,Consumer,Central,Illinois,Furnishings                                       ,Furniture,7,Samstag,3,2015,13,3,2015,6
1553,Eric Barreto,Second Class,238.56,3,0,26.2416,Home Office,West,California,Furnishings                                       ,Furniture,7,Samstag,11,2015,11,11,2015,4
1554,Kalyca Meade,Second Class,397.6,5,0,43.736,Corporate,South,South Carolina,Furnishings                                       ,Furniture,28,Donnerstag,11,2013,1,12,2013,3
1555,Robert Barroso,Standard Class,190.848,3,0.2,-21.4704,Consumer,East,Ohio,Furnishings                                       ,Furniture,20,Freitag,12,2013,27,12,2013,7
1556,Robert Barroso,Standard Class,79.12,5,0.2,13.846,Corporate,South,Tennessee,Furnishings                                       ,Furniture,18,Samstag,4,2015,23,4,2015,5
1557,Robert Barroso,First Class,79.12,5,0.2,13.846,Consumer,East,Pennsylvania,Furnishings                                       ,Furniture,1,Donnerstag,12,2016,4,12,2016,3
1558,Robert Barroso,Standard Class,71.12,5,0.2,9.779,Consumer,East,Ohio,Furnishings                                       ,Furniture,28,Freitag,11,2014,2,12,2014,4
1559,Jay Kimmel,Second Class,14.224,2,0.6,-10.3124,Home Office,Central,Illinois,Furnishings                                       ,Furniture,30,Donnerstag,6,2016,4,7,2016,4
1560,Harold Engle,Standard Class,106.68,6,0,33.0708,Corporate,West,California,Furnishings                                       ,Furniture,10,Mittwoch,9,2014,16,9,2014,6
1561,Harold Engle,Standard Class,71.12,4,0,22.0472,Consumer,Central,Indiana,Furnishings                                       ,Furniture,4,Samstag,4,2015,10,4,2015,6
1562,Harold Engle,Second Class,53.34,3,0,16.5354,Consumer,Central,Minnesota,Furnishings                                       ,Furniture,31,Freitag,1,2014,5,2,2014,5
1563,Tanja Norvell,Standard Class,302.72,5,0.6,-378.4,Home Office,Central,Texas,Furnishings                                       ,Furniture,29,Mittwoch,7,2015,2,8,2015,4
1564,Berenike Kampe,Same Day,756.8,5,0,75.68,Corporate,East,New York,Furnishings                                       ,Furniture,29,Donnerstag,10,2015,29,10,2015,0
1565,Tony Chapman,Second Class,242.176,4,0.6,-302.72,Home Office,Central,Illinois,Furnishings                                       ,Furniture,30,Montag,11,2015,5,12,2015,5
1566,Natalie Fritzler,First Class,756.8,5,0,75.68,Consumer,South,Virginia,Furnishings                                       ,Furniture,6,Freitag,11,2015,8,11,2015,2
1567,Liz Price,Standard Class,6.16,2,0,1.9712,Corporate,South,Mississippi,Furnishings                                       ,Furniture,14,Sonntag,12,2014,18,12,2014,4
1568,Liz Price,Second Class,4.928,2,0.2,0.7392,Corporate,South,North Carolina,Furnishings                                       ,Furniture,5,Samstag,7,2014,10,7,2014,5
1569,Maya Herman,Second Class,6.16,2,0,1.9712,Consumer,West,California,Furnishings                                       ,Furniture,15,Sonntag,12,2013,19,12,2013,4
1570,Maya Herman,First Class,21.56,7,0,6.8992,Corporate,West,California,Furnishings                                       ,Furniture,28,Montag,3,2016,31,3,2016,3
1571,Hilary Holden,Same Day,9.24,3,0,2.9568,Corporate,West,California,Furnishings                                       ,Furniture,26,Montag,9,2016,26,9,2016,0
1572,Hilary Holden,Standard Class,4.928,2,0.2,0.7392,Corporate,South,North Carolina,Furnishings                                       ,Furniture,5,Samstag,7,2014,11,7,2014,6
1573,Hilary Holden,Second Class,12.32,5,0.2,1.848,Corporate,South,Florida,Furnishings                                       ,Furniture,10,Sonntag,4,2016,14,4,2016,4
1574,Hilary Holden,Standard Class,56.28,6,0,15.7584,Corporate,South,Georgia,Furnishings                                       ,Furniture,8,Freitag,4,2016,15,4,2016,7
1575,Sarah Bern,First Class,22.512,3,0.2,2.2512,Consumer,East,Pennsylvania,Furnishings                                       ,Furniture,16,Freitag,9,2016,18,9,2016,2
1576,Matt Connell,Second Class,15.008,4,0.6,-12.0064,Home Office,Central,Texas,Furnishings                                       ,Furniture,10,Donnerstag,9,2015,15,9,2015,5
1577,Nathan Gelder,Second Class,15.008,2,0.2,1.5008,Consumer,East,Pennsylvania,Furnishings                                       ,Furniture,27,Sonntag,3,2016,29,3,2016,2
1578,Nathan Gelder,Second Class,46.9,5,0,13.132,Corporate,West,Washington,Furnishings                                       ,Furniture,24,Montag,3,2014,27,3,2014,3
1579,Patrick Bzostek,First Class,24.288,3,0.6,-12.7512,Consumer,Central,Illinois,Furnishings                                       ,Furniture,27,Samstag,9,2014,29,9,2014,2
1580,Patrick Bzostek,Standard Class,20.24,1,0,7.8936,Consumer,West,Washington,Furnishings                                       ,Furniture,26,Montag,5,2014,31,5,2014,5
1581,Laurel Beltran,Standard Class,60.72,3,0,23.6808,Corporate,East,Maryland,Furnishings                                       ,Furniture,2,Montag,12,2013,7,12,2013,5
1582,Nora Price,Second Class,40.48,2,0,15.7872,Corporate,East,New York,Furnishings                                       ,Furniture,18,Donnerstag,8,2016,23,8,2016,5
1583,Nora Price,Same Day,16.192,2,0.6,-8.5008,Consumer,Central,Texas,Furnishings                                       ,Furniture,30,Sonntag,10,2016,30,10,2016,0
1584,Bill Donatelli,Second Class,30.56,5,0.6,-19.864,Consumer,Central,Texas,Furnishings                                       ,Furniture,6,Sonntag,11,2016,9,11,2016,3
1585,Jason Klamczynski,Standard Class,48.896,4,0.2,8.5568,Consumer,East,Ohio,Furnishings                                       ,Furniture,2,Samstag,1,2016,7,1,2016,5
1586,Jason Klamczynski,Same Day,61.12,4,0,20.7808,Consumer,East,New York,Furnishings                                       ,Furniture,5,Freitag,6,2015,5,6,2015,0
1587,Eric Hoffmann,Standard Class,36.672,3,0.2,6.4176,Consumer,East,Pennsylvania,Furnishings                                       ,Furniture,10,Sonntag,4,2016,14,4,2016,4
1588,Eric Hoffmann,First Class,45.84,3,0,15.5856,Consumer,East,Massachusetts,Furnishings                                       ,Furniture,1,Sonntag,12,2013,3,12,2013,2
1589,Doug Bickford,Second Class,30.56,2,0,10.3904,Corporate,West,California,Furnishings                                       ,Furniture,19,Mittwoch,10,2016,24,10,2016,5
1590,Carl Jackson,Standard Class,65.424,4,0.6,-52.3392,Consumer,Central,Texas,Furnishings                                       ,Furniture,29,Sonntag,5,2016,5,6,2016,7
1591,Darren Budd,Second Class,32.712,2,0.6,-26.1696,Consumer,Central,Texas,Furnishings                                       ,Furniture,26,Freitag,6,2015,28,6,2015,2
1592,Darren Budd,Standard Class,692.472,11,0.2,190.4298,Corporate,South,Tennessee,Furnishings                                       ,Furniture,26,Mittwoch,11,2014,30,11,2014,4
1593,Dennis Bolton,Standard Class,94.428,3,0.6,-42.4926,Corporate,Central,Illinois,Furnishings                                       ,Furniture,13,Freitag,12,2013,17,12,2013,4
1594,Brendan Dodson,First Class,173.24,4,0,17.324,Consumer,East,Connecticut,Furnishings                                       ,Furniture,18,Montag,5,2015,19,5,2015,1
1595,Ben Wallace,Standard Class,129.93,3,0,12.993,Consumer,South,Georgia,Furnishings                                       ,Furniture,13,Samstag,9,2014,20,9,2014,7
1596,Justin Knight,Standard Class,43.31,1,0,4.331,Consumer,West,California,Furnishings                                       ,Furniture,12,Donnerstag,12,2013,17,12,2013,5
1597,Justin Knight,Standard Class,129.93,3,0,12.993,Corporate,East,New Jersey,Furnishings                                       ,Furniture,2,Montag,5,2016,7,5,2016,5
1598,Justin Knight,Standard Class,86.62,2,0,8.662,Home Office,Central,Missouri,Furnishings                                       ,Furniture,23,Donnerstag,4,2015,27,4,2015,4
1599,Sean Miller,Standard Class,37.74,3,0,12.8316,Corporate,East,New York,Furnishings                                       ,Furniture,27,Samstag,6,2015,3,7,2015,6
